ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA INDUSTRIAL,M,376,4,12/24/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,15,1,0,0,0,0,0,0,0,0,0,0.52,1.81,,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,392,2,12/3/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.65,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,380,2,5/27/1987,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2.53,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,374,2,4/19/1991,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.4,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,296,1,10/12/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,16,16,16,16,19,18,18,3,12,0,4.12,4.18,3.38,3.43,3.39,3.48,4.24,4.05,4.24,3.8,3.8,-
-,INGENIERIA ELECTRICA,M,350,2,4/10/1992,AUSENTE,1,1,1,1,1,1,0,1,0,1,1,0,9,14,12,15,9,14,21,0,6,0,12,11,0,3.85,2.83,2.98,3.1,2.69,2.6,-,3.7,-,3.55,3.55,-
-,INGENIERIA INDUSTRIAL,F,272,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,21,16,19,20,20,16,18,12,0,0,3.19,3.74,3.51,3.72,3.65,3.48,3.83,4.04,4.03,0,-,-
-,INGENIERIA AMBIENTAL,F,357,2,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,16,18,4,3,18,18,12,16,6,15,17,15,3.42,2.84,2.7,3,3.09,3.46,3.95,3.65,3.95,3.2,3.2,
-,INGENIERIA INDUSTRIAL,M,363,2,9/17/1995,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,6,5,3,2,0,0,0,0,0,0,0,0,3.46,3.22,3.3,3.6,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,316,3,9/7/2000,DESERTOR,1,1,1,1,1,0,1,0,0,0,0,0,6,15,5,13,18,0,19,0,,,,,,3.6,3.83,3.27,3.87,-,,,,,,,
-,INGENIERIA AMBIENTAL,F,260,2,5/22/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,16,18,0,0,0,0,0,0,0,0,0,0,2.68,2.82,,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,247,1,1/20/1997,AUSENTE,1,0,0,1,1,1,0,0,0,0,1,0,5,13,0,0,15,7,15,,,,,11,,3.06,-,-,1.49,0,3.06,,,,,,
-,INGENIERIA CIVIL,M,,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,4,14,0,0,0,0,0,0,0,0,0,0,2.93,1.94,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,511,2,11/13/1989,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,21,9,12,0,0,0,0,0,0,0,0,0,4.43,4.53,4.3,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,352,3,10/8/1989,DESERTOR,1,0,1,1,0,0,0,0,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,0,0,4,-,3.58,,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,271,2,6/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,18,15,12,12,0,0,3.79,3.7,3.82,4.15,4.17,4.18,4.29,4.54,4.29,0,-,-
-,INGENIERIA INDUSTRIAL,F,289,1,12/13/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,18,18,17,19,19,16,18,16,12,0,0,3.69,3.36,3.5,3.56,3.78,3.88,4.41,4.3,4.19,0,-,-
-,INGENIERIA CIVIL,F,266,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,4,15,16,16,16,17,15,16,0,12,0,0,3.75,3.14,3.36,3.74,3.58,3.58,4.18,4.26,4.18,0,-,-
-,INGENIERIA AMBIENTAL,F,290,2,12/15/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,18,5,13,18,18,19,18,13,12,0,0,4.18,3.57,3.48,3.68,3.55,4.04,4.39,3.98,3.83,0,-,-
-,INGENIERIA CIVIL,M,457,4,10/4/1995,DESERTOR,1,0,1,0,0,0,0,0,0,0,0,0,2,13,0,15,0,0,0,0,0,0,0,0,0,4.28,-,3.75,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,321,1,10/2/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,13,17,16,16,16,18,0,6,12,0,3.71,3.59,4.29,4.01,3.65,3.87,4.57,4.38,4.57,4.3,4.3,-
-,INGENIERIA INDUSTRIAL,M,250,,,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,15,0,0,18,19,19,20,18,12,0,0,0,4.11,3.87,3.93,3.99,4.18,4.25,4.46,4.48,4.46,-,-,-
-,INGENIERIA CIVIL,F,298,4,1/24/2000,GRADUADO,1,1,1,1,0,1,1,1,1,1,0,0,9,13,17,18,19,0,,19,18,21,12,,,3.88,3.88,3.43,3.81,-,3.94,3.73,3.94,4.03,0,,
-,INGENIERIA CIVIL,F,272,3,10/30/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,15,16,10,20,20,14,10,14,18,12,0,3.53,3.72,3.24,3.36,3.37,3.38,3.83,3.93,3.6,3.62,3.62,-
-,INGENIERIA CIVIL,M,316,1,6/17/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,19,19,16,21,12,12,0,0,3.98,3.38,3.71,3.88,3.82,3.82,4.06,4.13,4.06,3.9,-,-
-,INGENIERIA INDUSTRIAL,F,439,1,7/31/1985,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.81,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,343,4,5/26/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,15,18,18,16,11,6,12,0,0,3.79,3.68,3.44,3.36,3.82,4.01,3.98,4.44,4.71,0,-,-
-,INGENIERIA INDUSTRIAL,M,267,3,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,14,16,13,12,19,17,16,15,6,7,3,3.31,3.23,3.1,3.85,3.21,3.4,3.91,3.49,3.91,3.45,3.45,
-,INGENIERIA CIVIL,M,254,3,4/23/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,5,0,0,0,0,0,0,0,0,0,0,3.34,3.5,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,327,1,11/9/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,15,16,18,19,21,12,12,0,0,4.13,3.73,3.53,3.44,3.78,4.01,4.25,4.13,4.25,4.5,-,-
-,INGENIERIA INDUSTRIAL,F,262,3,7/13/1999,ACTIVO,1,1,1,1,1,1,1,0,0,0,1,1,9,15,19,18,14,16,19,16,0,0,0,6,20,3.48,3.18,3.68,3.84,3.86,3.79,3.95,-,-,-,,
-,INGENIERIA AMBIENTAL,M,239,1,7/13/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,10,14,16,15,3,3,6,15,0,9,15,20,2.97,2.9,3.1,3.25,3.4,3.2,2.95,3.38,3.71,4.13,4.13,
-,INGENIERIA INDUSTRIAL,M,365,1,8/30/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,18,18,19,19,21,15,0,12,0,0,3.43,3.5,3.39,3.74,3.99,3.73,4.05,4.26,4.05,0,-,-
-,INGENIERIA CIVIL,M,404,1,1/11/1997,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,12,10,10,10,10,9,9,0,7,7,6,4.14,3,3.8,3.17,3.41,3.17,3.9,3.93,3.9,4.4,4.4,
-,INGENIERIA CIVIL,M,236,2,6/12/1997,ACTIVO,1,1,1,0,0,1,1,1,1,1,1,1,10,13,15,15,0,0,,10,9,0,14,12,16,3.32,3.69,2.72,-,-,3.48,3.84,4.03,3.67,4.02,4.02,
-,INGENIERIA CIVIL,M,,1,12/6/1983,DESERTOR,1,0,1,1,0,0,0,0,0,0,0,0,3,17,0,18,11,0,0,0,0,0,0,0,0,3.36,-,3.65,3.67,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,283,2,10/26/1998,DESERTOR,1,1,0,0,0,1,0,0,0,0,0,0,3,13,15,0,0,0,,,,,,,,3.76,2.71,-,-,-,2.67,,,,,,
-,INGENIERIA INDUSTRIAL,M,373,1,12/21/1997,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0.03,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,303,1,4/24/1998,ACTIVO,1,1,1,1,1,0,0,1,1,1,1,1,10,13,21,18,19,0,18,,19,0,10,16,16,3.67,3.57,3.47,2.98,-,,,3.9,3.89,3.41,3.41,
-,INGENIERIA AMBIENTAL,M,298,0,4/26/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2.04,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,480,2,12/24/1997,GRADUADO,1,1,1,1,1,1,1,0,0,0,0,0,7,21,21,21,21,21,21,0,0,0,0,0,0,3.48,3.56,3.2,3.41,3.58,4.04,,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,416,1,8/27/1997,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,17,14,14,13,14,15,16,3,0,0,0,0,4.27,4.14,3.49,3.51,3.51,3.37,3.97,4.46,4.1,-,-,-
-,INGENIERIA CIVIL,M,333,2,11/11/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,4,4,16,17,4,4,17,15,0,18,16,18,3.31,3.36,2.52,3.18,3.5,3.2,3.99,3.52,3.6,3.57,3.57,
-,INGENIERIA CIVIL,M,423,3,6/1/1998,ACTIVO,1,1,1,1,1,1,1,1,0,1,1,1,11,13,5,5,13,11,11,16,16,0,15,9,12,4.3,3.65,3.58,3.65,3.71,3.84,4.35,4.33,-,3.79,3.79,4
-,INGENIERIA CIVIL,M,230,2,12/17/1999,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,13,15,16,13,14,0,0,0,0,0,0,0,3.5,2.46,2.78,3.3,3.37,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,495,1,3/8/1985,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,18,16,18,15,16,17,19,0,12,0,0,4.39,3.76,3.77,3.69,3.74,3.62,4.22,4.05,4.1,0,-,-
-,INGENIERIA CIVIL,F,251,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,15,18,19,16,16,21,18,0,12,0,0,3.69,3.21,3.07,3.31,3.51,3.13,3.81,3.96,3.81,0,-,-
-,INGENIERIA ELECTRONICA,M,361,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,19,14,17,18,20,21,0,12,0,0,3.36,3.31,3.61,3.39,3.42,3.91,4.06,4.14,3.78,0,-,-
-,INGENIERIA AGROINDUSTRIAL,M,378,1,7/13/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,1.35,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,438,2,6/26/1992,GRADUADO,1,1,1,1,1,0,0,0,0,0,0,0,5,18,18,18,20,20,0,0,0,0,0,0,0,3.66,3.99,3.97,4.22,4.54,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,419,3,8/20/1998,DESERTOR,1,1,1,1,0,1,0,0,0,0,0,0,5,16,18,18,3,0,,,,,,,,3,3.5,2.29,2.2,-,3.1,,,,,,
-,INGENIERIA CIVIL,M,337,3,6/1/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,4.11,3.81,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,278,3,6/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,4,16,16,18,18,15,15,0,12,0,0,3.37,3.63,3.43,3.36,3.63,3.62,4.49,4.48,4.1,4.4,-,-
-,INGENIERIA CIVIL,M,352,3,12/19/1999,GRADUADO,1,1,1,1,1,1,1,1,0,1,0,0,9,13,18,5,15,17,17,0,21,0,12,0,0,3.99,3.62,3.78,3.82,3.99,4.08,,4.1,-,4.3,-,-
-,INGENIERIA CIVIL,M,324,2,5/16/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.78,2.42,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,321,1,7/21/2000,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,13,17,16,13,17,17,12,19,12,18,0,0,3.58,3.62,3.56,3.54,3.68,4.02,3.95,4.25,4.17,1.17,-,-
-,INGENIERIA DE SISTEMAS,M,296,2,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,17,17,19,19,15,15,15,14,2,12,4.08,3.45,3.44,3.38,3.66,3.54,4.12,4.24,4.12,4.19,4.19,
-,INGENIERIA CIVIL,F,235,1,11/3/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.14,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,326,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,9,0,0,0,0,0,0,0,0,0,0,3.9,3.46,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,189,2,4/22/2000,ACTIVO,1,1,1,1,1,1,1,1,1,0,1,1,11,16,16,18,18,16,18,14,6,0,0,0,16,3.43,3.05,3.18,3.09,3.23,3.5,4.27,3.85,4.03,-,,
-,INGENIERIA AMBIENTAL,M,295,1,8/17/2001,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,21,18,19,19,19,19,17,15,16,0,0,3.29,3.15,3.38,3.55,3.66,3.55,3.63,3.72,3.92,1.05,-,-
-,INGENIERIA CIVIL,F,234,3,2/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,18,18,14,21,21,17,16,0,15,17,12,3.09,3.56,2.67,3.02,3.33,2.81,3.8,3.36,3.8,3.57,3.57,0
-,INGENIERIA INDUSTRIAL,M,297,3,1/16/2000,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,5,17,18,20,19,19,18,15,12,12,0,0,4.09,3.44,3.52,3.73,3.81,3.84,4.27,4.22,4.27,0,-,-
-,INGENIERIA AMBIENTAL,F,308,3,9/5/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,12,13,16,19,19,19,20,16,12,0,0,3.71,3.38,3.41,3.66,3.29,3.63,4.4,3.96,4.4,0,-,-
-,INGENIERIA CIVIL,F,435,2,4/25/1996,ACTIVO,1,1,1,0,1,1,1,1,1,0,1,1,10,13,18,18,0,16,16,16,18,0,,8,13,3.62,3.68,2.99,-,2.95,3.49,3.21,3.74,3.21,,,
-,INGENIERIA DE SISTEMAS,M,283,0,3/22/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,3.77,2.87,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,399,1,10/5/1994,ACTIVO,1,1,0,1,0,1,1,1,1,1,1,1,10,13,15,0,18,0,,19,18,0,19,18,8,3.93,4.22,-,3.09,-,3.51,3.91,3.98,3.91,3.59,3.59,
-,INGENIERIA CIVIL,M,320,4,10/23/1999,AUSENTE,1,1,0,1,1,1,1,0,1,1,1,0,9,13,11,0,17,17,17,17,,17,13,15,,3.52,2.64,-,3.19,3.18,2.45,3.82,,3.51,3.73,3.73,
-,INGENIERIA ELECTRICA,M,,3,2/17/1986,GRADUADO,1,1,1,1,0,0,0,0,0,0,0,0,4,18,12,7,12,0,0,0,0,0,0,0,0,3.87,3.58,3.69,4.5,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,433,2,3/19/1995,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,14,12,15,15,17,17,19,20,12,12,15,0,3.84,3.65,3.27,3.64,3.47,3.38,3.83,4.17,3.83,3.75,3.75,-
-,INGENIERIA CIVIL,M,297,3,,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,8,0,0,0,0,0,0,0,0,0,3.65,3.03,3.19,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,309,3,4/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,5,5,18,18,18,17,18,0,12,0,0,3.81,3.6,3.78,3.76,3.9,3.96,4.09,4.27,4.2,4.3,-,-
-,INGENIERIA INDUSTRIAL,M,269,2,12/17/1999,ACTIVO,1,1,1,1,0,1,1,0,0,0,1,1,8,15,17,13,2,0,,6,,,,6,4,3.53,3.33,3.33,3.2,-,3.37,3.35,,,,,
-,INGENIERIA ELECTRONICA,M,385,1,8/18/1999,ACTIVO,1,1,0,1,1,1,1,1,1,1,1,1,11,15,17,0,14,17,18,18,11,0,21,17,9,3.26,3.55,-,3.2,3.14,3.43,3.72,3.4,3.72,3.83,3.83,
-,INGENIERIA ELECTRICA,M,317,2,7/4/1995,DESERTOR,1,1,1,1,1,1,1,0,0,0,0,0,7,12,14,9,7,7,7,13,0,0,0,0,0,4.21,3.38,3.19,3.4,3.7,,3.52,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,251,3,9/5/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.43,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,288,3,6/23/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1.5,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,402,1,5/12/1997,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,15,14,1,10,18,18,18,16,21,0,0,0,3.66,3.55,3.76,4.01,4.02,3.54,4.18,3.99,4.14,-,-,-
-,INGENIERIA CIVIL,F,318,1,12/21/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,13,5,18,16,18,18,12,18,12,0,0,0,4.49,3.84,4.09,3.98,4.09,4.16,4.5,4.43,4.38,-,-,-
-,INGENIERIA CIVIL,M,244,2,8/8/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,17,16,16,18,17,18,12,0,0,3.85,3.27,3.31,3.49,4.09,3.68,3.84,3.85,3.84,0,-,-
-,INGENIERIA INDUSTRIAL,F,297,3,11/9/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,5,17,19,19,18,15,12,12,0,0,3.71,3.48,3.55,4.02,4.25,4.09,4.28,4.28,4.75,0,-,-
-,INGENIERIA INDUSTRIAL,F,284,1,9/12/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,20,21,9,12,0,0,3.39,3.12,3.37,3.64,3.63,3.84,3.91,4.2,3.91,4.5,-,-
-,INGENIERIA DE SISTEMAS,M,276,,,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,15,16,5,16,14,0,0,0,0,0,0,0,3.59,3.69,2.78,1.18,0,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,307,2,10/12/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,19,17,0,18,0,0,3.67,3.38,3.57,3.54,3.43,3.09,4.15,3.84,4.04,1.37,-,-
-,INGENIERIA DE SISTEMAS,M,450,2,,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,12,12,6,0,0,0,0,0,0,0,0,2.99,0,0,0,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,260,4,1/14/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,16,18,18,15,19,12,16,0,0,3.63,3.49,3.17,3.13,3.63,3.73,4.02,3.28,4.02,1.03,-,-
-,INGENIERIA AMBIENTAL,M,307,1,,ACTIVO,1,1,1,1,1,0,0,0,0,0,1,1,7,16,18,15,9,0,9,,,,,14,15,3.31,3.16,3.3,2.98,-,,,,,,,
-,INGENIERIA CIVIL,M,324,2,7/4/2000,GRADUADO,1,1,1,1,1,1,1,1,0,1,1,0,10,16,16,18,16,16,19,19,15,0,9,12,0,3.51,3.52,3.49,4,4.13,4.06,4.43,4.31,-,4.37,4.37,-
-,INGENIERIA DE SISTEMAS,M,306,1,11/26/1999,ACTIVO,1,1,1,1,1,0,0,1,1,1,1,1,10,15,16,16,17,0,18,,14,10,14,7,10,3.43,3.72,3.03,3.53,-,,,3.65,3.32,3.51,3.51,
-,INGENIERIA AMBIENTAL,M,268,5,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,16,18,6,13,21,21,14,20,6,9,6,4,3.6,3.14,3.21,3.12,3.4,3.37,3.93,3.7,3.2,3.73,3.73,
-,INGENIERIA CIVIL,F,271,2,3/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,15,16,16,18,18,14,16,0,12,12,0,4.17,3.84,3.55,3.54,3.63,3.76,4.36,4.29,3.87,4.38,4.38,-
-,INGENIERIA INDUSTRIAL,F,344,2,11/12/1990,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,15,0,18,12,16,16,16,6,15,0,0,0,4.4,4.22,3.51,3.57,4.21,4.16,4.31,3.75,4.31,-,-,-
-,INGENIERIA CIVIL,F,271,1,8/9/2000,ACTIVO,1,0,0,0,0,0,1,1,1,1,1,1,7,13,0,0,0,0,,16,14,16,16,20,21,2.8,-,-,-,-,,4.03,3.21,4.03,3.95,3.95,
-,INGENIERIA INDUSTRIAL,M,288,1,4/17/1992,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.79,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,326,2,4/21/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,18,18,18,15,16,6,18,0,0,3.82,3.19,3.36,3.51,3.69,3.52,3.66,3.8,3.58,1.35,-,-
-,INGENIERIA AMBIENTAL,M,368,1,2/20/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,13,18,20,18,20,15,0,0,3.55,3.44,3.33,3.41,3.33,3.72,4.04,4.12,4.04,0.76,-,-
-,INGENIERIA CIVIL,M,373,3,10/31/1997,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,307,1,10/4/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,5,18,17,19,19,18,15,12,12,0,0,4.16,4.29,4.32,4.12,4.25,4.18,4.25,4.28,4.73,0,-,-
-,INGENIERIA ELECTRONICA,M,438,2,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,4,15,11,9,12,12,15,14,0,8,13,15,4.1,4.02,3.06,3.63,3.34,3.38,3.7,3.94,4.11,2.52,2.52,
-,INGENIERIA INDUSTRIAL,F,299,2,5/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,18,17,19,19,15,15,15,12,12,0,3.56,3.62,3.85,3.55,3.68,3.75,3.64,4.06,3.64,,,-
-,INGENIERIA CIVIL,M,391,3,12/29/1997,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,15,12,7,0,0,0,0,0,0,0,0,3.68,3.04,2.9,2.64,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,304,4,10/21/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,13,16,19,19,19,14,0,12,0,0,3.52,3.22,3.23,3.43,3.58,3.74,4.31,3.41,3.89,0,-,-
-,INGENIERIA AMBIENTAL,F,262,1,11/6/1997,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.44,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,309,2,12/30/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,4,5,16,16,18,12,21,0,12,0,0,4.25,4.15,3.8,4.04,3.98,4.07,4.43,4.27,4.43,0,-,-
-,INGENIERIA ELECTRONICA,M,0,2,,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,5,17,17,18,13,16,18,19,15,15,0,0,3.55,3.27,3.53,3.5,3.78,3.88,3.79,3.85,3.79,0.64,-,-
-,INGENIERIA DE SISTEMAS,M,464,1,3/10/1995,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,15,16,16,12,19,0,0,0,0,0,0,0,3.87,2.99,3.4,3.05,3.02,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,303,1,4/25/2000,ACTIVO,1,1,0,1,0,1,1,0,1,1,1,1,9,13,18,0,15,0,,12,,12,12,11,13,3.43,3.06,-,3.45,-,3.31,3.93,,3.69,3.91,3.91,
-,INGENIERIA INDUSTRIAL,M,300,1,6/17/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,18,17,17,15,13,0,12,0,0,3.71,3.96,3.71,3.83,4.06,3.88,4.16,4.24,4.09,0,-,-
-,INGENIERIA CIVIL,M,255,2,11/19/1997,ACTIVO,1,1,1,1,1,0,1,0,1,1,1,1,10,5,15,8,10,0,16,12,,0,21,14,10,3.42,3.3,2.64,3.4,-,,3.21,,3.23,3.83,3.83,
-,INGENIERIA INDUSTRIAL,M,278,3,1/16/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.13,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,339,2,4/9/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,0,1,11,16,21,19,19,16,16,14,21,11,15,0,15,3.83,3.54,3.33,3.96,2.98,3.59,3.52,3.38,3.55,2.23,-,
